1.075200000000000000e+05 8.681000000000000000e+03 4.488249000000000000e+06 3.110637207031250000e+02
1.075210000000000000e+05 7.251000000000000000e+03 3.871680000000000000e+06 3.111637268066406250e+02
1.075220000000000000e+05 6.687000000000000000e+03 3.648309000000000000e+06 3.111303710937500000e+02
1.075230000000000000e+05 6.160000000000000000e+03 3.564479000000000000e+06 1.157838989257812500e+03
1.075240000000000000e+05 5.354000000000000000e+03 3.690164000000000000e+06 3.110970458984375000e+02
1.075250000000000000e+05 4.858000000000000000e+03 4.064035000000000000e+06 3.110803833007812500e+02
1.075260000000000000e+05 4.501000000000000000e+03 4.391910000000000000e+06 3.110303649902343750e+02
1.075270000000000000e+05 3.970000000000000000e+03 4.635281000000000000e+06 3.110303649902343750e+02
1.075280000000000000e+05 3.667000000000000000e+03 4.801873000000000000e+06 3.112637023925781250e+02
1.075290000000000000e+05 3.246000000000000000e+03 4.927677000000000000e+06 3.110637207031250000e+02
1.075300000000000000e+05 2.338000000000000000e+03 5.094605000000000000e+06 3.111636962890625000e+02
1.075310000000000000e+05 5.630000000000000000e+02 5.254241000000000000e+06 3.332468261718750000e+02
1.075320000000000000e+05 1.020000000000000000e+02 5.317769000000000000e+06 3.112303771972656250e+02
1.075330000000000000e+05 9.000000000000000000e+01 5.353928000000000000e+06 3.110970458984375000e+02
1.075340000000000000e+05 2.710000000000000000e+02 2.592720000000000000e+05 3.112970581054687500e+02
1.075350000000000000e+05 2.896000000000000000e+03 8.931530000000000000e+05 3.111470336914062500e+02
1.075360000000000000e+05 1.109400000000000000e+04 3.349341000000000000e+06 3.112303771972656250e+02
1.075370000000000000e+05 1.750600000000000000e+04 6.298422000000000000e+06 3.110970458984375000e+02
1.075380000000000000e+05 2.056400000000000000e+04 8.417102000000000000e+06 3.110970458984375000e+02
1.075390000000000000e+05 2.054300000000000000e+04 9.530658000000000000e+06 3.112303771972656250e+02
1.075400000000000000e+05 1.936900000000000000e+04 9.671335000000000000e+06 3.110803833007812500e+02
1.075410000000000000e+05 1.761200000000000000e+04 9.211831000000000000e+06 3.109137268066406250e+02
1.075420000000000000e+05 1.575000000000000000e+04 8.464909000000000000e+06 3.111303710937500000e+02
1.075430000000000000e+05 1.394000000000000000e+04 7.609501000000000000e+06 3.345468139648437500e+02
1.075440000000000000e+05 1.097800000000000000e+04 5.995476000000000000e+06 3.112637023925781250e+02
1.075450000000000000e+05 8.328000000000000000e+03 4.368914000000000000e+06 3.112137145996093750e+02
1.075460000000000000e+05 5.989000000000000000e+03 3.147951000000000000e+06 3.111470336914062500e+02
1.075470000000000000e+05 4.878000000000000000e+03 2.735216000000000000e+06 3.118970336914062500e+02
1.075480000000000000e+05 4.625000000000000000e+03 2.576405000000000000e+06 3.119970397949218750e+02
1.075490000000000000e+05 3.988000000000000000e+03 2.511764000000000000e+06 3.111303710937500000e+02
1.075500000000000000e+05 3.726000000000000000e+03 2.877986000000000000e+06 3.112303771972656250e+02
1.075510000000000000e+05 3.251000000000000000e+03 3.725883000000000000e+06 3.121636962890625000e+02
1.075520000000000000e+05 2.968000000000000000e+03 4.315387000000000000e+06 3.110137023925781250e+02
1.075530000000000000e+05 2.662000000000000000e+03 4.626085000000000000e+06 3.118637084960937500e+02
1.075540000000000000e+05 2.488000000000000000e+03 4.771599000000000000e+06 3.109637145996093750e+02
1.075550000000000000e+05 2.257000000000000000e+03 4.758961000000000000e+06 3.110803833007812500e+02
1.075560000000000000e+05 1.773000000000000000e+03 4.690400000000000000e+06 3.616132202148437500e+02
1.075570000000000000e+05 6.730000000000000000e+02 4.648448000000000000e+06 3.111637268066406250e+02
1.075580000000000000e+05 1.040000000000000000e+02 4.579883000000000000e+06 3.110970458984375000e+02
1.075590000000000000e+05 6.300000000000000000e+01 4.528426000000000000e+06 3.112303771972656250e+02
1.075600000000000000e+05 1.900000000000000000e+01 4.430841000000000000e+06 3.112137145996093750e+02
1.075610000000000000e+05 3.000000000000000000e+00 4.387428000000000000e+06 3.110303649902343750e+02
1.075620000000000000e+05 1.720000000000000000e+02 2.907900000000000000e+04 3.111137084960937500e+02
1.075630000000000000e+05 1.938000000000000000e+03 6.147540000000000000e+05 3.109803771972656250e+02
1.075640000000000000e+05 4.352000000000000000e+03 1.712537000000000000e+06 3.110803833007812500e+02
1.075650000000000000e+05 6.438000000000000000e+03 2.828853000000000000e+06 3.351468200683593750e+02
1.075660000000000000e+05 7.424000000000000000e+03 3.632353000000000000e+06 3.111137084960937500e+02
1.075670000000000000e+05 7.860000000000000000e+03 4.089147000000000000e+06 3.111970520019531250e+02
1.075680000000000000e+05 7.817000000000000000e+03 4.213751000000000000e+06 3.109637145996093750e+02
1.075690000000000000e+05 7.479000000000000000e+03 4.128533000000000000e+06 3.111970520019531250e+02
