1.451600000000000000e+05 1.747000000000000000e+03 3.895578400000000000e+07 7.729093017578125000e+02
1.451610000000000000e+05 6.156000000000000000e+03 3.735150000000000000e+05 7.738259887695312500e+02
1.451620000000000000e+05 9.677000000000000000e+03 5.456010000000000000e+05 7.997090454101562500e+02
1.451630000000000000e+05 1.067800000000000000e+04 4.735110000000000000e+05 7.808759155273437500e+02
1.451640000000000000e+05 1.876400000000000000e+04 8.348210000000000000e+05 7.756593017578125000e+02
1.451650000000000000e+05 2.234400000000000000e+04 9.664400000000000000e+05 7.761926269531250000e+02
1.451660000000000000e+05 2.578500000000000000e+04 1.153180000000000000e+06 7.752592773437500000e+02
1.451670000000000000e+05 2.170000000000000000e+04 1.058813000000000000e+06 7.976924438476562500e+02
1.451680000000000000e+05 2.397500000000000000e+04 1.190030000000000000e+06 7.746926269531250000e+02
1.451690000000000000e+05 3.044000000000000000e+04 1.624206000000000000e+06 7.751093139648437500e+02
1.451700000000000000e+05 3.321400000000000000e+04 1.882137000000000000e+06 7.743759765625000000e+02
1.451710000000000000e+05 3.671900000000000000e+04 2.159476000000000000e+06 7.990090942382812500e+02
1.451720000000000000e+05 3.420200000000000000e+04 2.142358000000000000e+06 7.757092895507812500e+02
1.451730000000000000e+05 3.740000000000000000e+04 2.465406000000000000e+06 7.757259521484375000e+02
1.451740000000000000e+05 4.464300000000000000e+04 3.416099000000000000e+06 7.755092773437500000e+02
1.451750000000000000e+05 4.576000000000000000e+04 3.932566000000000000e+06 7.961591186523437500e+02
1.451760000000000000e+05 4.278700000000000000e+04 3.907413000000000000e+06 8.207588500976562500e+02
1.451770000000000000e+05 4.391600000000000000e+04 4.209864000000000000e+06 7.747760009765625000e+02
1.451780000000000000e+05 3.722500000000000000e+04 3.949379000000000000e+06 7.747092895507812500e+02
1.451790000000000000e+05 3.125500000000000000e+04 3.446020000000000000e+06 7.744759521484375000e+02
1.451800000000000000e+05 2.775600000000000000e+04 3.239848000000000000e+06 7.751426391601562500e+02
1.451810000000000000e+05 2.210800000000000000e+04 2.638965000000000000e+06 7.736926269531250000e+02
